#KEY	PBS_4	PBS_3	PBS_2	PBS_1	CML_4	CML_3	CML_2	CML_1
Avil	1	5	0	2	0	3	4	6
Avl9	2368	2138	1470	1635	2304	3065	1967	2292
Avp	0	0	0	0	0	0	0	0
Avpi1	53	32	45	43	66	55	47	46
Avpr1a	0	0	0	0	0	0	0	0
Avpr1b	0	0	0	0	0	0	0	0
Avpr2	0	21	26	0	0	16	4	17
Awat1	0	0	0	0	0	0	0	0
Awat2	0	3	0	0	0	0	1	0
Axin1	1420	885	1025	1082	1300	1729	907	1343
Axin2	10	0	0	0	0	3	0	1
Axl	1178	1145	729	888	1161	1257	903	1115
Aym1	0	0	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0
Azi2	1290	1936	1266	1280	1737	2074	1527	1672
Azin1	4076	4173	3676	3907	4326	5498	3581	4631
Azin2	0	7	0	3	0	5	2	1
B020004C17Rik	0	0	0	0	0	0	0	0
B020004J07Rik	0	0	0	0	0	0	0	0
B020014A21Rik	0	0	0	0	0	0	0	0
B020018J22Rik	0	0	0	0	0	0	0	0
B020031M17Rik	0	0	0	0	0	0	0	0
B130006D01Rik	144	302	166	175	214	216	226	176
B130024G19Rik	0	0	0	0	0	0	0	0
B130034C11Rik	39	47	26	59	32	39	58	17
B230110G15Rik	0	0	0	0	0	0	0	0
B230112J18Rik	0	0	0	0	0	0	0	0
B230118H07Rik	341	469	420	339	361	334	313	394
B230119M05Rik	0	0	0	0	0	0	0	0
B230206H07Rik	0	0	0	0	0	0	0	0
B230208H11Rik	11	20	4	19	11	8	1	2
B230209E15Rik	0	0	0	0	0	0	0	0
B230214G05Rik	0	0	0	0	0	0	0	0
B230216N24Rik	0	0	1	1	0	0	0	0
B230217C12Rik	6	0	10	7	16	1	1	15
B230217O12Rik	3	9	3	14	10	8	0	6
B230219D22Rik	2746	3611	2827	3104	2867	4154	3114	3484
B230307C23Rik	110	140	135	47	82	115	62	110
B230312C02Rik	0	0	0	0	0	0	0	0
B230319C09Rik	0	0	1	0	2	0	0	1
B230323A14Rik	0	0	0	0	0	0	0	0
B230354K17Rik	515	432	394	458	414	860	415	526
B2m	53806	79254	62426	53851	59714	68369	55812	66681
B330016D10Rik	53	46	28	35	78	32	27	32
B3galnt1	2676	3491	2813	2453	2593	3500	2407	3372
B3galnt2	233	255	124	147	229	483	304	275
B3galt1	0	0	0	0	0	0	0	1
B3galt2	18	9	14	18	34	14	44	18
B3galt4	695	827	672	603	576	978	683	816
B3galt5	1806	1159	1652	1124	1314	1441	1246	1570
B3galt6	763	898	717	657	1045	1282	699	997
B3gat1	0	0	0	1	0	0	0	0
B3gat2	16	0	0	0	26	16	7	8
B3gat3	511	488	523	502	633	652	549	627
B3glct	567	522	426	441	477	586	279	468
B3gnt2	3931	4135	3534	3362	3532	5251	3413	4203
B3gnt3	15	16	0	15	25	20	26	10
B3gnt4	7	0	27	5	2	6	10	6
B3gnt5	2	0	0	0	0	0	1	0
B3gnt6	8	15	11	13	14	24	0	22
B3gnt7	73	94	121	155	103	146	170	126
B3gnt8	65	52	54	133	114	90	99	82
B3gnt9	0	0	0	9	0	0	2	0
B3gntl1	112	80	132	179	107	135	93	139
B430010I23Rik	329	209	258	298	410	330	400	277
B430212C06Rik	0	12	0	0	0	14	11	6
B430306N03Rik	541	470	675	423	558	712	474	597
B430319G15Rik	0	0	0	0	0	0	0	0
B4galnt1	1429	937	1241	1219	1132	2133	928	1556
B4galnt2	4	5	8	15	8	1	20	6
B4galnt3	0	0	0	0	0	0	0	0
B4galnt4	0	0	0	0	0	0	0	0
B4galt1	8840	7969	8292	7960	8897	10414	8143	9441
B4galt2	5	0	0	0	7	0	4	3
B4galt3	1944	1615	1525	1682	1775	2033	1612	1731
B4galt4	3985	4954	4018	3806	4188	5296	3758	4821
B4galt5	660	533	429	592	585	917	418	668
B4galt6	770	867	669	665	739	892	748	831
B4galt7	591	480	564	501	420	706	340	623
B4gat1	3002	2748	2900	2719	2711	3375	2871	3214
B630005N14Rik	2225	2649	2265	2264	2154	3427	1845	2695
B630019K06Rik	1	0	0	9	0	11	5	5
B830017H08Rik	0	0	0	0	0	0	0	0
B930018H19Rik	0	0	0	0	0	0	0	0
B930025P03Rik	0	0	0	0	0	0	0	0
B930041F14Rik	141	59	70	145	65	123	132	104
B930059L03Rik	23	43	46	9	34	22	21	28
B930092H01Rik	0	0	0	0	0	0	0	0
B9d1	17	22	22	13	1	9	20	7
B9d2	265	221	321	250	365	393	352	359
BB014433	0	0	0	0	0	0	0	0
BB019430	0	0	0	0	0	0	0	0
BB031773	0	0	0	0	0	0	0	0
BB123696	0	0	0	0	0	0	0	0
BB283400	0	0	0	0	0	0	0	0
BB287469	0	0	0	0	0	0	0	0
BB557941	0	0	0	0	0	0	0	0
BC002163	15	30	15	20	11	14	12	17
BC003331	1074	1056	1159	996	1212	1235	930	1201
BC003965	682	745	695	704	616	1032	754	798
BC004004	2226	2808	2351	2158	2523	2765	2238	2687
BC005537	308	510	469	576	262	396	388	453
BC005561	721	748	610	611	606	923	787	711
BC005624	748	880	755	787	866	1214	771	1034
BC006965	0	0	0	1	0	0	0	0
BC016548	0	0	0	0	0	0	0	0
BC016579	0	0	0	0	0	0	0	0
BC017158	712	536	508	750	622	567	582	539
BC017643	8341	6860	8658	6013	7306	12801	7793	10183
BC018473	0	0	0	0	0	0	0	0
BC020402	34	66	68	12	14	91	73	56
BC021614	0	0	0	0	0	0	0	0
BC021767	0	2	11	0	0	0	0	5
BC021785	1	24	0	5	15	9	16	6
BC021891	15	0	0	1	0	0	0	0
BC022687	137	41	53	38	70	75	132	66
BC023829	1061	915	960	792	1081	1334	856	1141
BC024139	0	0	0	0	0	0	0	0
BC024386	0	0	0	1	0	0	0	0
BC024978	83	114	68	52	84	88	72	86
BC025920	11	0	2	23	3	5	21	2
BC026585	227	156	190	265	275	256	262	242
BC027072	0	0	0	0	0	1	0	0
BC027231	239	239	192	323	217	326	193	241
BC028528	280	568	334	316	382	400	300	411
BC029214	92	148	84	135	83	143	131	105
BC029722	104	69	80	98	130	217	96	148
BC030336	229	261	401	253	307	405	271	387
BC030499	0	0	2	0	0	0	0	2
BC030500	0	0	0	0	0	0	0	0
BC030867	0	0	0	0	0	0	14	0
BC030870	0	0	0	0	0	0	0	0
BC031181	1709	2183	1835	1964	1803	2389	1880	2040
BC031361	31	34	15	16	56	14	49	16
BC035044	3676	4430	3962	3360	3796	6074	3518	4833
BC037032	164	138	82	189	135	175	213	132
BC037034	619	473	548	592	424	622	549	564
BC037156	0	0	0	0	0	0	0	0
BC037704	152	145	111	129	174	226	171	127
BC039771	0	0	1	0	0	0	0	1
BC039966	0	0	0	0	0	0	0	0
BC042761	0	0	0	0	0	0	0	0
BC046251	0	0	0	0	0	0	0	0
BC048403	121	138	85	221	106	142	94	97
BC048502	1	0	0	0	0	2	4	0
BC048507	0	0	0	0	0	2	1	0
BC048546	0	0	0	0	0	0	0	0
BC048562	0	0	4	0	2	0	0	1
BC048602	0	0	0	0	0	0	0	0
BC048609	0	0	2	0	0	3	0	1
BC048644	0	0	0	0	0	0	0	0
BC048671	0	0	0	0	0	0	0	0
BC048679	0	0	0	0	0	0	0	0
BC049352	69	36	34	29	49	32	35	40
BC049715	14	58	3	37	19	26	14	8
BC049730	0	0	0	0	0	0	0	0
BC049762	0	0	0	0	0	0	0	0
BC051019	1	1	0	0	0	3	1	0
BC051142	1	7	1	2	5	3	9	3
BC051226	10	22	9	9	6	11	16	14
BC051537	8	5	6	8	2	5	9	4
BC051628	0	0	0	0	0	0	0	0
BC051665	0	0	0	0	0	0	0	0
BC052040	146	163	112	217	325	203	335	181
BC052688	6	8	1	3	2	3	3	2
BC053393	0	0	0	0	0	0	0	0
BC055111	0	0	0	0	0	0	0	0
BC055324	177	212	350	247	218	239	188	252
BC055402	1	1	0	0	0	0	0	0
BC061195	0	0	0	0	0	0	0	0
BC061212	0	0	0	0	0	0	0	0
BC061237	0	0	0	0	0	0	0	0
BC064078	11	0	0	15	3	6	10	4
BC065397	14	27	3	11	16	46	17	20
BC068281	216	164	297	188	350	315	280	258
BC080695	0	0	0	0	0	0	0	0
BC089491	0	3	0	0	0	0	0	0
BC089597	0	0	0	0	0	0	0	0
BC094916	0	0	0	0	2	0	0	0
BC100451	39	9	9	1	26	20	37	14
BC100530	0	0	0	0	0	0	0	0
BC107364	0	0	0	0	0	3	0	0
BC117090	0	0	0	0	0	0	0	0
BC147527	367	314	346	214	328	360	204	358
Baalc	0	0	0	0	0	0	0	0
Baat	5	0	0	0	0	0	0	0
Babam1	846	962	876	743	928	850	741	911
Bace1	199	169	281	210	185	282	179	237
Bace2	1	0	0	0	0	0	0	0
Bach1	2498	2304	1600	1670	1813	2543	2085	2064
Bach2	708	558	590	706	728	1036	711	724
Bach2os	27	67	25	59	54	65	55	61
Bad	503	353	560	469	396	535	425	587
Bag1	1913	2190	2254	2035	2050	2151	1645	2347
Bag2	62	52	116	84	91	152	92	132
Bag3	311	328	406	343	235	585	371	366
Bag4	779	691	711	846	929	867	845	835
Bag5	1643	1344	1490	1464	1220	1785	1522	1661
Bag6	744	697	688	683	759	1009	863	915
Bahcc1	57	19	75	39	41	57	55	57
Bahd1	421	335	320	392	332	564	303	424
Baiap2	104	89	89	61	80	115	90	112
Baiap2l1	77	90	38	47	33	88	96	60
Baiap2l2	0	0	0	0	0	0	0	0
Baiap3	9	0	0	0	0	0	0	0
Bak1	59	70	67	48	39	33	40	51
Bambi	29	81	54	81	21	57	60	50
Bambi-ps1	0	8	4	11	9	0	0	8
Banf1	1088	1226	1093	974	910	1522	865	1266
Banf2	0	0	0	0	0	0	0	0
Bank1	2051	2535	1610	2235	2364	2687	2250	2168
Banp	531	358	595	522	478	1269	575	800
Bap1	1140	884	1181	1473	1748	2041	1114	1713
Bard1	2	2	6	11	0	17	31	9
Barhl1	0	3	0	0	0	0	0	0
Barhl2	0	0	0	0	0	0	0	0
Barx1	0	0	0	2	0	0	0	0
Barx2	0	0	0	0	0	0	0	0
Basp1	6792	7857	6848	7264	6924	9103	7634	8338
Batf	93	118	103	106	154	179	154	143
Batf2	28	15	14	7	10	17	13	16
Batf3	329	298	383	302	339	445	318	409
Bax	935	982	782	797	906	1156	829	1023
Baz1a	725	620	684	672	674	1634	838	885
Baz1b	1048	728	871	524	925	1642	792	1028
Baz2a	375	261	323	359	330	515	440	390
Baz2b	622	451	528	632	839	828	811	630
Bbc3	155	240	213	196	196	314	174	220
Bbip1	658	910	635	702	683	726	647	750
Bbox1	0	0	0	0	0	0	0	0
Bbs1	178	96	136	54	55	27	32	87
Bbs10	157	197	150	176	113	115	286	113
Bbs12	108	71	45	54	137	76	57	99
Bbs2	211	199	189	114	111	154	146	153
Bbs4	214	136	137	75	137	281	130	204
Bbs5	86	179	122	93	147	116	72	153
Bbs7	255	344	290	220	336	301	194	273
Bbs9	784	691	710	529	823	1006	804	834
Bbx	819	759	1165	814	1020	1033	1057	904
Bc1	0	0	0	0	0	2	0	1
Bcam	0	0	0	12	12	5	0	0
Bcan	11	0	0	0	1	10	1	5
Bcap29	2769	3527	2628	3412	2446	3461	2233	3020
Bcap31	7795	8527	7773	7437	7798	8761	6748	8567
Bcar1	0	17	9	0	0	0	0	6
Bcar3	37	19	24	0	9	2	6	4
Bcas1	7	0	0	0	1	0	17	1
Bcas1os2	0	0	0	0	0	0	0	0
Bcas2	1151	1652	1458	1459	1148	1695	1343	1638
Bcas3	939	668	786	802	1008	1290	929	1031
Bcas3os1	7	12	24	4	1	11	23	10
Bcas3os2	1	0	0	0	3	1	2	3
Bcat1	0	35	0	0	0	9	26	14
Bcat2	662	553	690	651	702	912	651	876
Bccip	984	1028	1008	875	828	1476	936	1241
Bcdin3d	411	423	333	357	375	479	471	446
Bche	0	0	0	0	0	0	0	0
Bckdha	1850	1928	1743	1814	1763	2054	1998	1974
Bckdhb	121	149	174	120	121	173	192	171
Bckdk	1970	1700	2284	2412	2065	2253	1848	2324
Bcl10	2903	3425	2849	2991	3019	4330	2568	3643
Bcl11a	56	37	50	42	57	71	44	47
Bcl11b	0	0	0	0	0	0	0	1
Bcl2	360	184	176	119	253	219	196	252
Bcl2a1a	531	637	550	570	470	639	517	559
Bcl2a1b	3027	3656	3107	2831	2812	4283	2876	3647
Bcl2a1c	25	26	42	27	34	36	16	49
Bcl2a1d	72	64	39	78	52	89	47	62
Bcl2l1	3851	3055	2786	3567	3297	3823	3098	3444
Bcl2l10	0	0	0	0	0	0	0	0
Bcl2l11	1647	1614	1286	1406	1613	1781	1475	1533
Bcl2l12	110	127	121	118	105	151	95	123
Bcl2l13	1127	987	763	909	1083	1299	941	1154
Bcl2l14	0	23	0	18	0	0	2	0
Bcl2l15	0	0	0	0	0	0	0	0
Bcl2l2	33	34	1	14	2	21	5	9
Bcl3	130	134	111	190	88	134	113	139
Bcl6	463	401	393	351	470	728	340	492
Bcl6b	26	26	24	17	28	45	8	23
Bcl7a	64	151	99	99	85	76	119	107
Bcl7b	1212	1234	1287	1227	1142	1886	1211	1525
Bcl7c	114	92	81	94	132	152	82	123
Bcl9	536	565	469	532	360	536	477	487
Bcl9l	326	285	223	348	303	428	277	311
Bclaf1	1664	1469	1150	1254	1509	3179	2212	2081
Bco1	0	0	0	0	0	0	0	0
Bco2	1702	1674	1674	1782	1510	1830	1505	1800
Bcor	1223	1096	972	832	754	1541	910	1093
Bcorl1	69	29	36	72	30	190	107	72
Bcr	55	66	39	39	100	152	128	133
Bcs1l	231	324	341	306	271	267	287	314
Bdh1	1	0	0	0	0	0	6	0
Bdh2	0	0	0	0	0	0	0	0
Bdkrb1	0	0	0	0	0	0	0	0
Bdkrb2	0	0	0	0	0	0	0	0
Bdnf	0	0	0	0	0	0	0	0
Bdp1	158	269	191	139	284	533	455	321
Bean1	0	0	0	0	0	1	0	0
Becn1	1116	1077	1367	1127	1316	1492	1067	1374
Becn2	0	0	0	0	0	0	0	0
Begain	0	0	0	0	0	0	0	0
Bend3	234	154	37	116	115	210	91	124
Bend4	0	5	0	1	7	0	0	3
Bend5	220	214	153	147	140	159	194	211
Bend6	927	1076	899	921	940	805	649	923
Bend7	0	0	0	0	0	0	12	0
Best1	65	137	79	50	51	113	107	73
Best2	0	0	0	0	0	0	0	0
Best3	0	0	0	0	0	0	0	0
Bet1	973	1088	920	827	826	1237	956	1018
Bet1l	705	903	801	710	622	951	820	806
Bex1	1	0	0	0	0	0	0	0
Bex2	6	8	0	0	0	3	8	2
Bex4	0	0	0	0	0	0	0	0
Bex6	1	0	0	0	0	5	0	4
Bfar	1513	1806	1762	1381	1501	2190	1644	1901
Bfsp1	0	0	0	0	2	0	0	4
Bfsp2	0	0	0	0	0	0	0	0
Bglap	0	0	0	0	0	0	0	0
Bglap2	0	0	0	0	0	0	0	0
Bglap3	0	0	0	0	0	0	0	0
Bgn	0	0	0	0	0	0	0	0
Bhlha15	0	0	0	0	0	0	0	0
Bhlha9	0	0	0	0	0	0	0	0
Bhlhb9	497	850	742	564	762	1251	1047	923
Bhlhe22	0	3	0	0	0	0	0	0
Bhlhe23	0	0	0	0	0	0	0	0
Bhlhe40	11	12	63	23	33	15	31	40
Bhlhe41	2421	2781	2050	2310	2303	3325	2269	2459
Bhmt	0	0	0	0	0	0	2	0
Bhmt2	0	0	0	0	0	0	0	0
Bicc1	1	0	0	0	0	0	0	0
Bicd1	0	0	0	0	0	0	1	0
Bicd2	3267	2693	3164	3028	3321	3881	2874	3594
Bid	2374	2242	2000	2118	2454	2772	1926	2383
Bik	31	51	48	62	72	74	27	78
Bin1	19119	17295	19793	18267	18233	22698	18173	21638
Bin2	12868	11648	13214	11194	13168	16155	11620	14652
Bin3	1079	1253	854	1053	978	1099	971	1054
Birc2	719	900	1192	1105	1178	1420	770	1285
Birc3	1389	1398	1187	1194	1270	1953	1412	1658
Birc5	25	25	12	19	26	22	10	19
Birc6	1256	925	911	617	1093	1478	1158	1028
Birc7	0	0	0	0	0	0	0	0
Bivm	547	616	466	640	718	628	574	599
Blcap	1017	990	975	916	950	1033	1067	976
Blk	0	0	0	0	0	0	0	0
Blm	52	19	92	98	34	23	78	38
Blmh	2170	2345	2415	1963	2273	2899	2140	2620
Blnk	6407	7105	7147	6471	6499	7744	7321	7569
Bloc1s1	450	627	462	481	522	568	455	538
Bloc1s2	182	220	233	181	165	307	193	255
Bloc1s3	402	515	360	512	447	474	433	446
Bloc1s4	631	568	551	607	486	759	525	660
Bloc1s5	564	832	435	571	638	819	617	627
Bloc1s6	724	863	1220	1003	858	1223	943	1112
Bloodlinc	0	0	0	0	0	0	0	0
Blvra	961	945	864	895	1091	1134	967	1062
Blvrb	391	581	395	546	505	608	450	574
Blzf1	714	655	486	719	528	934	644	594
Bmf	1759	2090	1517	1547	1685	1729	1885	1759
Bmi1	1116	1413	1087	1158	1856	2057	1433	1664
Bmp1	105	133	268	75	233	191	187	238
Bmp10	0	0	0	0	0	0	0	0
Bmp15	0	0	0	0	0	0	0	0
Bmp2	0	4	10	1	0	0	15	2
Bmp2k	11650	9131	9757	7144	14341	15080	11930	12679
Bmp3	0	0	0	0	0	0	0	0
Bmp4	1	0	0	0	0	0	1	0
Bmp5	0	0	0	0	0	0	0	0
Bmp6	0	0	0	0	0	0	12	0
Bmp7	7	0	0	0	0	0	0	0
Bmp8a	0	11	0	0	0	13	0	3
Bmp8b	0	0	0	0	0	0	0	0
Bmper	0	0	0	0	0	25	0	4
Bmpr1a	747	945	781	805	574	1121	891	919
Bmpr1b	0	0	0	0	0	0	0	0
Bmpr2	1574	1822	1338	1363	1522	1695	1680	1555
Bms1	645	236	470	323	543	831	573	651
Bmx	0	0	1	0	0	0	0	3
Bmyc	1939	2215	1696	1751	1936	2415	2011	2190
Bnc1	0	0	1	0	0	0	0	1
Bnc2	2	4	0	0	14	2	36	8
Bnip1	322	346	369	281	391	522	441	428
Bnip2	2306	2645	2122	2226	2819	3717	2518	2935
Bnip3	842	1042	724	876	821	1004	863	940
Bnip3l	1872	2995	2099	2124	2110	2493	1957	2172
Bnipl	0	0	0	0	0	0	0	1
Boc	2	0	0	0	0	12	0	5
Bod1	400	503	446	505	455	606	426	530
Bod1l	650	507	743	631	633	885	792	721
Bok	0	0	0	0	0	3	0	1
Bola1	400	485	348	355	314	439	375	391
Bola2	221	270	216	261	239	319	213	280
Bola3	131	211	150	152	155	196	129	177
Boll	0	0	0	8	0	8	0	4
Bop1	826	554	972	753	762	1151	851	1044
Bora	28	96	23	56	30	41	20	53
Borg	0	0	0	0	0	0	0	0
Bpgm	257	335	201	335	249	269	286	296
Bphl	338	330	416	267	407	528	348	422
Bpi	0	0	0	0	0	0	0	0
Bpifa1	0	0	0	0	0	0	0	0
Bpifa2	0	0	0	0	0	0	0	0
Bpifa3	0	0	0	0	0	0	0	0
Bpifa5	0	0	0	0	0	0	0	0
Bpifa6	0	0	0	0	0	0	0	0
Bpifb1	0	0	0	0	0	0	0	0
Bpifb2	0	0	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0	0	0
Bpifb4	0	0	0	0	0	0	0	0
Bpifb5	0	0	0	0	0	0	0	0
Bpifb6	0	0	0	0	0	0	0	0
Bpifb9a	0	0	0	0	0	0	0	0
Bpifb9b	0	0	0	0	0	0	0	0
Bpifc	0	0	0	0	0	0	0	0
Bpnt1	1136	973	1095	973	954	1422	933	1188
Bptf	245	385	308	276	353	459	465	398
Braf	711	523	758	653	677	1157	871	836
Brap	949	842	654	678	941	1441	744	1004
Brat1	1803	1281	1555	1719	1918	2435	1981	1961
Brca1	120	0	0	13	22	26	15	13
Brca2	121	127	33	72	45	219	142	109
Brcc3	602	682	559	625	667	744	753	705
Brd1	1257	1355	1080	1097	1245	2122	1400	1461
Brd2	2426	2409	2243	1837	2401	4094	2799	2857
Brd3	553	517	522	573	552	690	445	601
Brd4	1698	1701	1862	1693	1708	2243	1944	2048
Brd7	1002	890	802	966	1004	1250	874	1063
Brd8	1325	1256	1279	1257	1538	1333	1404	1447
Brd9	481	606	344	291	378	555	487	430
Brdt	3	1	2	24	9	12	1	12
Bre	733	411	349	371	554	1306	502	696
Brf1	975	964	928	873	827	1301	917	1151
Brf2	362	258	269	259	376	270	336	314
Bri3	81	104	54	90	67	79	69	65
Bri3bp	287	344	258	290	372	498	218	378
Bricd5	0	0	0	0	0	0	0	0
Brinp1	0	0	0	0	0	0	0	0
Brinp2	0	0	0	1	0	0	1	1
Brinp3	0	0	0	1	0	0	0	0
Brip1	14	4	0	0	50	35	45	20
Brip1os	2538	1920	2097	1856	2392	3262	1898	2583
Brix1	1399	1530	1279	1284	1389	2015	1504	1575
Brk1	5665	6306	6355	5391	5272	6036	5401	6456
Brms1	765	723	712	733	673	1203	768	915
Brms1l	315	344	224	156	243	767	262	441
Brox	1915	1627	1991	1895	1944	2712	1599	2312
Brpf1	1334	1184	1114	1030	1943	1921	1549	1653
Brpf3	333	290	266	259	215	417	351	323
Brs3	0	0	0	1	0	14	0	1
Brsk1	0	0	0	2	0	0	3	0
Brsk2	10	18	5	32	5	13	34	12
Brwd1	1082	776	958	863	1066	1417	930	1183
Brwd3	142	129	196	49	118	182	135	164
Bscl2	2404	2602	2276	2430	2268	2984	2135	2689
Bsdc1	1040	745	724	645	1084	1249	896	1061
Bsg	13127	14998	12682	12050	12837	14578	12368	14290
Bsn	114	137	106	110	84	109	143	99
Bsnd	0	0	0	0	0	0	0	0
Bsph1	0	0	0	0	0	0	0	0
Bsph2	0	0	0	0	0	0	0	0
Bspry	11	9	0	1	11	4	0	5
Bst1	0	0	0	21	0	6	0	2
Bst2	1673	1785	1879	1439	1477	1831	1720	1880
Bsx	0	0	0	0	0	0	3	0
Btaf1	1517	1120	919	912	1568	2368	1300	1580
Btbd1	1190	1335	1068	988	1281	1764	1135	1380
Btbd10	604	694	697	287	622	872	739	719
Btbd11	0	0	1	10	3	25	9	9
Btbd16	3	17	38	0	0	0	0	8
Btbd17	53	38	4	66	44	26	48	23
Btbd18	33	37	19	0	0	4	0	3
Btbd19	425	607	448	546	533	470	493	536
Btbd2	672	666	600	636	866	813	536	737
Btbd3	456	485	703	318	460	889	552	706
Btbd6	819	595	568	839	636	837	551	660
Btbd7	557	540	617	583	733	999	623	770
Btbd8	93	78	66	22	97	72	66	75
Btbd9	2358	1942	1911	2118	2661	2569	2492	2368
Btc	0	0	0	0	0	0	0	0
Btd	944	998	954	793	1020	1101	1046	1122
Btf3	1692	1936	1929	1662	1505	2260	1672	2044
Btf3l4	531	587	493	469	613	597	548	625
Btg1	5974	6405	5758	5157	6233	9305	5836	7323
Btg1-ps1	0	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0	0
Btg2	10376	8782	7607	7728	10024	11620	9158	9639
Btg3	2	4	1	5	1	5	2	4
Btg4	0	0	0	0	0	0	0	0
Btk	2783	2712	2489	2393	2491	3852	2457	3032
Btla	0	7	1	0	12	10	6	3
Btn1a1	0	0	0	0	0	0	0	0
Btn2a2	0	0	0	0	0	0	0	0
Btnl1	13	0	0	13	9	0	0	3
Btnl10	0	0	0	0	0	0	0	0
Btnl2	1	5	9	0	0	0	0	5
Btnl4	0	0	0	0	0	0	0	0
Btnl5-ps	0	0	0	0	0	0	0	0
Btnl6	0	0	13	0	0	0	0	4
Btnl9	0	0	0	0	0	0	0	0
Btrc	788	545	738	669	873	1093	707	910
Bub1	1	0	0	0	0	22	13	6
Bub1b	53	25	107	92	34	86	31	88
Bub3	3387	3384	3794	3370	3487	4846	3500	4330
Bud13	413	384	377	276	403	699	520	550
Bud31	773	916	702	684	541	907	762	818
Bves	0	0	0	0	0	0	0	0
Bvht	0	0	0	0	0	0	0	3
Bysl	686	477	655	613	551	961	498	690
Bzrap1	3	7	0	0	0	11	0	1
Bzw1	7637	7348	7671	6810	7011	10375	6757	8798
Bzw2	428	506	506	417	448	886	351	630
C030006K11Rik	166	231	149	198	210	196	165	207
C030007H22Rik	0	0	0	0	0	0	0	0
C030013C21Rik	4	13	5	2	6	0	0	4
C030013G03Rik	0	0	0	0	0	0	0	0
C030016D13Rik	13	5	16	12	12	12	4	16
C030018K13Rik	0	0	0	0	0	0	8	0
C030023E24Rik	0	0	0	0	0	0	0	0
C030029H02Rik	0	0	0	0	0	0	0	0
C030034I22Rik	128	225	54	152	110	207	148	102
C030034L19Rik	5	0	0	0	6	12	8	5
C030037D09Rik	2	25	0	1	8	18	3	8
C030039L03Rik	26	85	48	54	19	51	85	52
C130021I20Rik	0	0	0	0	0	0	0	0
C130026I21Rik	3	0	5	0	6	3	5	3
C130026L21Rik	0	0	0	0	0	0	0	0
C130030K03Rik	0	0	0	0	0	0	0	0
C130036L24Rik	15	26	5	21	20	25	20	22
C130046K22Rik	40	61	55	15	72	46	96	59
C130050O18Rik	603	538	489	583	661	346	425	507
C130060C02Rik	1	0	2	1	4	2	0	1
C130060K24Rik	0	0	0	0	0	0	0	0
C130071C03Rik	0	0	0	0	0	0	0	0
C130074G19Rik	0	0	0	0	0	0	0	0
C130079G13Rik	0	0	0	0	0	0	0	0
C130080G10Rik	0	0	0	0	0	0	0	0
C130083M11Rik	0	0	0	0	0	0	0	0
C1d	1736	2580	1919	1879	1799	1995	1280	2095
C1galt1	357	321	300	230	344	481	341	369
C1galt1c1	1944	2338	1592	1893	1727	2844	1667	2223
C1qa	123764	142855	143132	129575	123178	168294	125377	154241
C1qb	172977	181508	194033	175424	170636	248008	170133	217780
C1qbp	1255	1215	1166	1135	1005	1760	1245	1390
C1qc	161258	177020	177164	165621	160977	210519	161002	195135
C1ql1	0	1	0	0	0	0	0	0
C1ql2	0	0	0	0	0	0	0	0
C1ql3	7	6	3	0	1	9	2	0
C1ql4	0	0	0	0	0	0	0	0
C1qtnf1	6	0	0	9	8	3	0	4
C1qtnf2	0	0	0	0	0	0	0	0
C1qtnf3	0	1	0	0	0	3	0	1
C1qtnf4	0	2	0	0	5	0	0	2
C1qtnf5	0	0	0	0	0	0	0	0
C1qtnf6	0	0	0	0	0	0	0	0
C1qtnf7	0	0	9	10	1	0	0	3
C1qtnf9	4	0	0	0	0	0	4	0
C1ra	52	53	19	58	45	70	73	65
C1rb	0	0	0	0	0	0	0	0
C1rl	535	422	479	371	602	488	247	488
C1s1	0	0	0	0	0	0	0	0
C1s2	0	0	0	0	0	0	0	0
C2	1	19	0	24	65	0	9	15
C230004F18Rik	0	0	0	0	0	0	0	0
C230014O12Rik	0	0	0	0	0	0	0	0
C230024C17Rik	0	0	0	0	0	0	0	0
C230035I16Rik	0	0	0	0	0	0	0	0
C230037L18Rik	4	1	0	10	8	12	0	4
C230072F16Rik	3	0	15	0	0	0	6	4
C230079O03Rik	0	6	0	0	0	0	0	0
C230091D08Rik	70	196	196	149	136	229	136	186
C2cd2	997	546	937	870	715	1178	999	1023
C2cd2l	649	483	542	697	555	1095	566	747
C2cd3	949	447	358	773	1041	1417	935	941
C2cd4a	0	0	0	0	0	0	0	0
C2cd4b	0	0	0	0	0	0	0	0
C2cd4c	0	0	0	0	0	0	0	0
C2cd4d	0	1	0	0	0	0	0	0
C2cd5	173	184	118	224	218	172	107	185
C3	100	43	38	38	9	68	25	23
C330004P14Rik	0	0	0	0	0	0	0	0
C330006A16Rik	409	407	396	526	376	490	378	452
C330007P06Rik	830	909	687	895	920	1171	716	1043
C330011F03Rik	0	0	0	0	0	0	0	0
C330013E15Rik	64	74	53	54	62	56	40	59
C330013J21Rik	7	13	2	2	1	1	4	0
C330018D20Rik	474	445	500	356	588	575	485	551
C330021F23Rik	1	0	4	3	1	1	0	5
C330022C24Rik	0	0	0	0	0	0	0	0
C330024C12Rik	0	0	0	0	0	0	0	0
C330024D21Rik	0	0	0	0	0	0	0	0
C330027C09Rik	86	109	4	36	108	9	86	37
